,laptop_ID,Company,TypeName,Inches,Ram,Memory,OpSys,Weight,Price_euros,Memory Type,Screen Width,Screen Height,Screen Type,CPU Clock Speed,GPU Type,CPU Type
1039,1053,HP,Notebook,14.0,8,256.0,Windows 10,1.64,1010.51,SSD,1920,1080,Full HD,2.5,Intel,Intel
1040,1054,Lenovo,2 in 1 Convertible,15.6,4,256.0,Windows 10,1.8,847.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1041,1055,Vero,Notebook,14.0,2,32.0,Windows 10,1.45,210.8,Flash,1366,768,Plain,1.44,Intel,Intel
1042,1056,Toshiba,Notebook,15.6,16,256.0,Windows 10,2.4,1425.0,SSD,1920,1080,IPS Panel,2.5,Nvidia,Intel
1043,1057,Lenovo,Notebook,15.6,8,256.0,Windows 10,2.3,1049.6,SSD,1920,1080,Full HD,2.3,Intel,Intel
1044,1058,HP,Notebook,14.0,4,500.0,Windows 10,1.54,1000.0,HDD,1920,1080,Full HD,2.3,Intel,Intel
1045,1059,HP,Notebook,15.6,8,256.0,Windows 10,1.84,2103.34,SSD,1920,1080,Full HD,2.4,Intel,Intel
1046,1060,HP,Notebook,14.0,8,256.0,Windows 7,1.43,1469.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
1047,1061,MSI,Gaming,17.3,16,256.0,Windows 10,3.78,1545.64,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
1048,1062,Lenovo,Gaming,17.3,16,128.0,Windows 10,4.6,2289.99,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1049,1063,Asus,Netbook,11.6,4,16.0,Chrome OS,1.2,287.9,Flash,1366,768,Plain,1.6,Intel,Intel
1050,1064,Lenovo,Notebook,14.0,16,256.0,Windows 7,1.1,2620.0,SSD,2560,1440,IPS Panel,2.6,Intel,Intel
1051,1065,HP,Notebook,15.6,8,1024.0,Windows 10,1.91,979.0,HDD,1920,1080,IPS Panel,2.7,Nvidia,Intel
1052,1066,Dell,2 in 1 Convertible,15.6,8,256.0,Windows 10,2.3,1094.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
1053,1067,HP,Notebook,15.6,4,256.0,Windows 10,2.04,979.0,SSD,1366,768,Plain,2.5,Intel,Intel
1054,1068,Dell,Ultrabook,13.3,16,1024.0,Windows 10,1.2,2254.0,SSD,3200,1800,Quad HD+,2.7,Intel,Intel
1055,1069,HP,Notebook,15.6,4,500.0,Windows 10,2.31,705.15,HDD,1366,768,Plain,2.3,Intel,Intel
1056,1070,HP,Notebook,15.6,4,500.0,No OS,1.96,499.0,HDD,1366,768,Plain,2.5,Intel,Intel
1057,1071,Acer,Notebook,15.6,8,1024.0,Windows 10,2.4,449.0,HDD,1366,768,Plain,2.2,AMD,AMD
1058,1072,Dell,2 in 1 Convertible,13.3,12,256.0,Windows 10,1.6,1299.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
1059,1073,MSI,Gaming,15.6,16,256.0,Windows 10,2.94,1819.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1060,1074,HP,Notebook,15.6,8,256.0,Windows 10,2.04,1070.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
1061,1075,Asus,Gaming,17.3,16,1024.0,No OS,4.0,998.0,HDD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1062,1076,Dell,Notebook,15.6,4,1024.0,Windows 10,2.25,559.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
1063,1077,Dell,Notebook,15.6,16,2048.0,Windows 10,2.32,989.99,HDD,1920,1080,Full HD,2.7,AMD,Intel
1064,1079,MSI,Gaming,15.6,16,256.0,Windows 10,1.8,1929.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1065,1080,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.29,1458.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
1066,1081,Asus,Gaming,17.3,64,1024.0,Windows 10,3.58,3975.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
1067,1082,Dell,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.62,798.01,SSD,1920,1080,Full HD,2.5,Intel,Intel
1068,1083,Dell,Gaming,15.6,16,256.0,Windows 10,3.21,1329.0,SSD,3840,2160,4K Ultra,2.6,Nvidia,Intel
1069,1084,Apple,Ultrabook,12.0,8,256.0,Mac OS X,0.92,1300.0,Flash,2304,1440,IPS Panel,1.1,Intel,Intel
1070,1085,Dell,Notebook,15.6,4,500.0,Windows 10,2.06,481.98,HDD,1366,768,Plain,2.3,Intel,Intel
1071,1086,HP,Notebook,15.6,4,500.0,Windows 10,2.31,1199.0,HDD,1366,768,Plain,2.3,Intel,Intel
1072,1087,HP,Ultrabook,12.5,8,256.0,Windows 7,1.26,1199.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
1073,1088,HP,Notebook,13.3,8,256.0,Windows 10,1.49,1090.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
1074,1089,Lenovo,Ultrabook,12.5,8,256.0,Windows 10,1.3,1713.49,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1075,1090,Lenovo,Notebook,17.3,8,1024.0,Windows 10,3.0,659.0,HDD,1600,900,Plain,2.3,AMD,Intel
1076,1091,Lenovo,Notebook,15.6,4,1024.0,Windows 10,2.3,977.0,HDD,1920,1080,IPS Panel,2.3,Nvidia,Intel
1077,1092,MSI,Gaming,17.3,16,256.0,Windows 10,3.78,2499.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1078,1093,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.1,540.0,HDD,1366,768,Plain,2.3,Intel,Intel
1079,1094,HP,Notebook,15.6,4,500.0,Windows 7,2.31,940.0,HDD,1920,1080,Full HD,2.3,Intel,Intel
1080,1095,Lenovo,Ultrabook,12.5,8,512.0,Windows 10,0.99,1399.0,SSD,2560,1440,IPS Panel,1.2,Intel,Intel
1081,1096,Lenovo,Gaming,17.3,32,512.0,Windows 10,4.6,3240.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
1082,1097,Lenovo,2 in 1 Convertible,10.1,4,64.0,Windows 10,0.69,646.27,Flash,1920,1200,IPS Panel,1.44,Intel,Intel
1083,1098,HP,Ultrabook,13.3,16,512.0,Windows 10,1.3,2049.0,SSD,3840,2160,IPS Panel,2.7,Intel,Intel
1084,1099,Dell,Notebook,15.6,8,256.0,Windows 10,2.18,750.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
1085,1100,HP,Notebook,14.0,4,500.0,Windows 7,1.54,1030.99,HDD,1920,1080,Full HD,2.3,Intel,Intel
1086,1101,HP,Workstation,15.6,8,256.0,Windows 7,1.9,1495.0,SSD,1920,1080,Full HD,2.5,AMD,Intel
1087,1102,Lenovo,Notebook,14.0,8,180.0,Windows 7,1.7,1199.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
1088,1103,HP,Notebook,13.3,4,32.0,Chrome OS,1.29,615.0,Flash,3200,1800,Quad HD+,1.5,Intel,Intel
1089,1104,Acer,Notebook,15.6,4,500.0,Windows 10,2.4,387.0,HDD,1366,768,Plain,2.2,AMD,AMD
1090,1105,Dell,Notebook,15.6,4,500.0,Linux,2.2,393.49,HDD,1366,768,Plain,1.6,Intel,Intel
1091,1106,HP,Notebook,15.6,4,1024.0,No OS,1.86,345.99,HDD,1366,768,Plain,2.0,Intel,Intel
1092,1107,Asus,Gaming,17.3,8,256.0,Windows 10,2.7,1599.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
1093,1108,Dell,Ultrabook,13.3,4,256.0,Windows 10,1.4,818.35,SSD,1920,1080,IPS Panel,1.6,AMD,Intel
1094,1109,HP,Netbook,12.5,4,128.0,Windows 7,2.4,1599.0,SSD,1366,768,Plain,2.3,Intel,Intel
1095,1110,Acer,Notebook,15.6,8,256.0,Windows 10,2.4,799.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
1096,1111,Dell,Notebook,15.6,8,1024.0,Windows 10,2.36,638.8,HDD,1920,1080,Full HD,2.5,AMD,Intel
1097,1112,MSI,Gaming,17.3,8,256.0,Windows 10,2.6,1599.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1098,1113,HP,Notebook,15.6,4,1024.0,Windows 10,1.96,500.0,HDD,1366,768,Plain,1.6,Intel,Intel
1099,1114,Asus,Gaming,17.3,16,128.0,Windows 10,4.3,2299.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1100,1115,Dell,Ultrabook,12.5,4,500.0,Windows 7,1.5,1135.15,HDD,1366,768,Plain,2.3,Intel,Intel
1101,1116,Dell,Ultrabook,12.5,4,128.0,Windows 7,1.5,1166.97,SSD,1366,768,Plain,2.3,Intel,Intel
1102,1117,Acer,Notebook,15.6,4,16.0,Chrome OS,2.2,209.0,SSD,1366,768,Plain,1.5,Intel,Intel
1103,1118,HP,Workstation,17.3,8,1024.0,Windows 7,3.0,2899.0,HDD,1920,1080,IPS Panel,2.6,AMD,Intel
1104,1119,Lenovo,Gaming,15.6,16,512.0,Windows 10,2.4,1199.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1105,1120,Dell,Ultrabook,12.5,8,256.0,Windows 7,1.5,1413.1,SSD,1366,768,Plain,2.3,Intel,Intel
1106,1121,MSI,Gaming,17.3,8,128.0,Windows 10,2.9,1511.19,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1107,1122,Lenovo,2 in 1 Convertible,15.6,4,256.0,Windows 10,2.1,867.0,SSD,1920,1080,IPS Panel,2.3,Intel,Intel
1108,1123,HP,Notebook,15.6,4,1024.0,Windows 10,2.1,398.0,HDD,1920,1080,Full HD,2.5,AMD,AMD
1109,1124,Asus,Gaming,15.6,16,128.0,Windows 10,2.59,1339.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1110,1125,HP,Notebook,13.3,8,256.0,Windows 10,1.16,1699.0,SSD,3200,1800,Quad HD+,1.1,Intel,Intel
1111,1126,Dell,Notebook,15.6,4,500.0,Windows 7,2.24,769.15,HDD,1366,768,Plain,2.3,AMD,Intel
1112,1127,Lenovo,Notebook,15.6,4,128.0,Windows 10,2.1,429.0,SSD,1366,768,Plain,2.0,Intel,Intel
1113,1128,HP,Ultrabook,13.3,8,512.0,Windows 10,1.16,1969.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
1114,1129,Lenovo,2 in 1 Convertible,10.1,4,64.0,Android,0.69,549.0,Flash,1920,1200,IPS Panel,1.44,Intel,Intel
1115,1130,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.23,1379.0,SSD,1920,1080,Full HD,2.4,Intel,Intel
1116,1131,Lenovo,Gaming,17.3,16,256.0,Windows 10,4.6,2749.99,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
1117,1132,Razer,Ultrabook,12.5,8,256.0,Windows 10,1.25,1029.0,SSD,3840,2160,Touchscreen,2.5,Intel,Intel
1118,1133,Toshiba,Ultrabook,13.3,16,512.0,Windows 10,1.05,2226.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
1119,1134,Asus,Gaming,17.3,8,128.0,Windows 10,3.52,1312.49,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1120,1135,Vero,Notebook,13.3,4,32.0,Windows 10,1.35,196.0,Flash,1920,1080,Full HD,1.44,Intel,Intel
1121,1136,HP,Notebook,13.3,8,256.0,Windows 10,1.16,1690.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
1122,1137,HP,Notebook,14.0,8,256.0,Windows 7,1.43,1513.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
1123,1138,Dell,Notebook,15.6,4,500.0,Linux,2.09,523.63,HDD,1366,768,Plain,2.3,Intel,Intel
1124,1139,Asus,Notebook,15.6,4,1024.0,Windows 10,2.0,435.0,HDD,1366,768,Plain,2.4,Intel,Intel
1125,1140,Lenovo,2 in 1 Convertible,14.0,8,256.0,Windows 10,1.8,1669.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1126,1141,Lenovo,2 in 1 Convertible,10.1,4,64.0,Windows 10,0.69,479.0,Flash,1920,1200,IPS Panel,1.44,Intel,Intel
1127,1142,HP,Ultrabook,12.5,8,256.0,Windows 7,1.26,1895.0,SSD,1366,768,Plain,2.4,Intel,Intel
1128,1143,Lenovo,Gaming,15.6,8,128.0,No OS,2.4,989.0,SSD,1920,1080,IPS Panel,2.5,Nvidia,Intel
1129,1144,HP,Gaming,17.3,8,128.0,Windows 10,3.35,1129.0,SSD,1920,1080,IPS Panel,2.3,Nvidia,Intel
1130,1145,HP,Notebook,15.6,8,2048.0,Windows 10,2.04,629.0,HDD,1366,768,Plain,2.7,Intel,Intel
1131,1146,Lenovo,2 in 1 Convertible,14.0,8,512.0,Windows 7,1.8,2050.38,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1132,1147,Asus,Notebook,14.0,4,32.0,Windows 10,1.5,278.0,Flash,1366,768,Plain,1.1,Intel,Intel
1133,1148,HP,Ultrabook,15.6,8,256.0,Windows 10,1.84,752.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
1134,1149,Acer,Notebook,15.6,4,1024.0,Windows 10,2.23,616.0,HDD,1920,1080,Full HD,2.5,Nvidia,Intel
1135,1150,Lenovo,Notebook,15.6,16,1024.0,Windows 10,2.5,1099.0,Hybrid,1920,1080,Full HD,2.5,AMD,Intel
1136,1151,HP,Workstation,17.3,8,256.0,Windows 7,3.0,3949.4,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1137,1153,Dell,Notebook,15.6,8,1024.0,Windows 10,2.5,784.0,HDD,1366,768,Plain,2.5,AMD,Intel
1138,1154,MSI,Gaming,17.3,16,256.0,Windows 10,3.78,2399.0,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
1139,1155,HP,Ultrabook,15.6,8,256.0,Windows 7,1.88,2171.72,SSD,1920,1080,Full HD,2.5,Intel,Intel
1140,1156,Lenovo,2 in 1 Convertible,14.0,16,512.0,Windows 10,2.8,2440.0,SSD,2560,1440,IPS Panel,2.6,Intel,Intel
1141,1157,MSI,Gaming,15.6,8,128.0,Windows 10,2.4,1142.8,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1142,1160,HP,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.48,1629.0,SSD,1920,1080,Full HD,2.4,Intel,Intel
1143,1161,HP,Workstation,15.6,8,256.0,Windows 7,2.59,2229.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1144,1162,HP,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.48,1799.0,SSD,2560,1440,Touchscreen,2.6,Intel,Intel
1145,1163,HP,Workstation,15.6,8,256.0,Windows 7,2.0,1899.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1146,1164,HP,Ultrabook,12.5,8,256.0,Windows 7,1.26,2296.95,SSD,1920,1080,Full HD,2.5,Intel,Intel
1147,1165,Dell,Notebook,15.6,8,256.0,Windows 10,2.18,1009.9,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
1148,1166,HP,Notebook,15.6,8,256.0,Windows 7,1.88,1579.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
1149,1167,Lenovo,2 in 1 Convertible,14.0,8,256.0,Windows 10,1.27,2339.0,SSD,2560,1440,IPS Panel,2.5,Intel,Intel
1150,1168,Lenovo,Notebook,15.6,4,1024.0,No OS,1.9,339.0,HDD,1366,768,Plain,2.0,Intel,Intel
1151,1169,HP,Notebook,15.6,4,500.0,Windows 10,1.86,297.0,HDD,1366,768,Plain,1.8,AMD,AMD
1152,1170,Lenovo,Notebook,15.6,8,1024.0,No OS,2.32,599.0,HDD,1920,1080,Full HD,2.3,AMD,Intel
1153,1171,Dell,Gaming,15.6,8,1024.0,Windows 10,2.62,1199.0,HDD,1920,1080,Full HD,2.8,Nvidia,Intel
1154,1172,Dell,Notebook,15.6,8,256.0,Windows 10,2.04,2250.68,SSD,3840,2160,IPS Panel,2.3,Nvidia,Intel
1155,1173,HP,Notebook,15.6,4,256.0,Windows 10,1.91,478.89,SSD,1920,1080,Full HD,2.5,AMD,AMD
1156,1174,MSI,Gaming,17.3,16,256.0,Windows 10,2.7,1492.8,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1157,1175,Lenovo,Ultrabook,14.0,12,512.0,Windows 7,1.4,2299.0,SSD,1920,1080,Full HD,2.6,Intel,Intel
1158,1176,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.5,788.49,Hybrid,1920,1080,Full HD,2.3,AMD,Intel
1159,1177,HP,2 in 1 Convertible,13.3,8,512.0,Windows 10,1.48,2041.0,SSD,2560,1440,Touchscreen,2.6,Intel,Intel
1160,1178,Lenovo,Ultrabook,14.0,8,256.0,Windows 7,1.7,1499.0,SSD,1920,1080,Full HD,2.6,Intel,Intel
1161,1179,MSI,Gaming,14.0,16,256.0,Windows 10,1.7,1769.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1162,1180,HP,Gaming,15.6,8,1024.0,Windows 10,2.62,899.0,HDD,1920,1080,IPS Panel,2.8,Nvidia,Intel
1163,1181,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.2,459.0,HDD,1366,768,Plain,2.0,Intel,Intel
1164,1182,HP,Notebook,15.6,4,500.0,No OS,2.1,476.99,HDD,1366,768,Plain,2.3,Intel,Intel
1165,1183,Dell,Gaming,15.6,8,128.0,Windows 10,2.62,1498.0,SSD,3840,2160,4K Ultra,2.8,Nvidia,Intel
1166,1184,Lenovo,Notebook,15.6,8,256.0,Windows 10,1.95,1390.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1167,1185,Lenovo,Notebook,15.6,4,1024.0,Windows 10,2.2,468.0,HDD,1920,1080,Full HD,2.0,Nvidia,Intel
1168,1186,HP,Notebook,14.0,2,32.0,Windows 10,1.44,249.0,Flash,1366,768,Plain,1.6,Intel,Intel
1169,1187,MSI,Gaming,15.6,8,1024.0,Windows 10,2.2,839.0,HDD,1920,1080,IPS Panel,2.7,Nvidia,Intel
1170,1188,HP,Notebook,15.6,8,256.0,Windows 10,1.96,679.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
1171,1189,HP,Notebook,15.6,16,512.0,Windows 10,2.1,1159.0,SSD,1920,1080,Full HD,1.8,Intel,Intel
1172,1190,Asus,Notebook,15.6,4,500.0,Windows 10,2.2,369.0,HDD,1366,768,Plain,1.6,Intel,Intel
1173,1191,Lenovo,Notebook,15.6,4,500.0,No OS,2.1,398.0,HDD,1366,768,Plain,2.3,Intel,Intel
1174,1192,Lenovo,Notebook,15.6,8,1024.0,No OS,2.2,709.0,HDD,1920,1080,Full HD,2.7,Nvidia,Intel
1175,1193,Asus,Notebook,14.0,4,256.0,Windows 10,2.0,769.0,SSD,1920,1080,Full HD,2.4,Intel,Intel
1176,1194,Lenovo,Notebook,15.6,4,1024.0,Windows 7,2.32,825.0,Hybrid,1920,1080,Full HD,2.5,Intel,Intel
1177,1195,Lenovo,Gaming,15.6,16,512.0,Windows 10,3.31,1305.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1178,1196,MSI,Gaming,15.6,16,128.0,Windows 10,1.91,2153.37,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1179,1197,HP,Notebook,15.6,4,500.0,Windows 10,2.07,650.0,HDD,1366,768,Plain,2.3,Intel,Intel
1180,1198,Lenovo,2 in 1 Convertible,14.0,8,256.0,Windows 10,1.36,1637.0,SSD,2560,1440,IPS Panel,2.3,Intel,Intel
1181,1199,Lenovo,Ultrabook,15.6,6,256.0,Windows 10,1.54,831.0,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
1182,1200,Dell,Notebook,15.6,8,256.0,Linux,1.98,895.01,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
1183,1201,Acer,Notebook,15.6,4,500.0,Windows 10,2.1,333.0,HDD,1366,768,Plain,2.0,Intel,Intel
1184,1202,HP,Notebook,15.6,6,1024.0,Windows 10,2.18,799.0,HDD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1185,1203,Asus,Gaming,15.6,8,256.0,Windows 10,2.591,909.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1186,1204,Dell,2 in 1 Convertible,15.6,16,512.0,Windows 10,2.09,1179.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
1187,1205,Acer,Notebook,15.6,4,256.0,Windows 10,2.23,691.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
1188,1206,Dell,Ultrabook,13.3,8,256.0,Linux,1.23,1099.0,SSD,3200,1800,Quad HD+,2.4,Intel,Intel
1189,1207,Acer,Gaming,17.3,16,256.0,Windows 10,4.2,2599.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
1190,1208,Lenovo,Gaming,15.6,8,1024.0,Windows 10,2.4,819.0,HDD,1920,1080,IPS Panel,2.5,Nvidia,Intel
1191,1209,Samsung,2 in 1 Convertible,12.3,4,32.0,Chrome OS,1.15,659.0,Flash,2400,1600,IPS Panel,2.0,ARM,Samsung
1192,1210,HP,Notebook,15.6,4,500.0,Windows 10,1.86,485.0,HDD,1366,768,Plain,2.5,Intel,Intel
1193,1211,Apple,Ultrabook,12.0,8,256.0,Mac OS X,0.92,1163.0,Flash,2304,1440,IPS Panel,1.1,Intel,Intel
1194,1212,Dell,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.6,1199.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1195,1213,HP,Notebook,15.6,12,128.0,Windows 10,2.21,1327.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
1196,1214,Lenovo,Notebook,15.6,4,1024.0,No OS,1.9,368.0,HDD,1366,768,Plain,2.0,AMD,Intel
1197,1215,Asus,Gaming,17.3,16,512.0,Windows 10,4.3,2150.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1198,1216,Acer,Notebook,15.6,4,1024.0,Linux,2.1,272.0,HDD,1366,768,Plain,2.0,Intel,Intel
1199,1217,MSI,Gaming,17.3,16,256.0,Windows 10,2.43,2048.9,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1200,1218,Dell,Notebook,15.6,4,128.0,Windows 10,2.3,499.0,SSD,1366,768,Plain,2.0,AMD,Intel
1201,1219,Lenovo,Notebook,15.6,8,500.0,No OS,2.2,629.0,HDD,1366,768,Plain,2.5,Nvidia,Intel
1202,1220,Dell,2 in 1 Convertible,15.6,16,512.0,Windows 10,2.0,1285.0,SSD,1920,1080,Full HD,1.8,Intel,Intel
1203,1221,Dell,Ultrabook,13.3,16,512.0,Windows 10,1.2,2680.0,SSD,3200,1800,Quad HD+,2.7,Intel,Intel
1204,1222,Asus,Gaming,15.6,8,1024.0,Windows 10,2.2,1169.0,HDD,1920,1080,Full HD,2.6,Nvidia,Intel
1205,1223,Dell,Notebook,15.6,8,256.0,Windows 10,2.36,889.0,SSD,1920,1080,Full HD,2.5,AMD,Intel
1206,1224,HP,Notebook,15.6,8,256.0,Windows 10,1.91,579.0,SSD,1366,768,Plain,2.5,Intel,Intel
1207,1225,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.2,299.0,HDD,1366,768,Plain,2.2,AMD,AMD
1208,1226,Acer,Notebook,17.3,8,1024.0,Windows 10,3.3,629.0,HDD,1600,900,Plain,2.0,Nvidia,Intel
1209,1227,Asus,Gaming,15.6,16,256.0,Windows 10,2.2,2449.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1210,1228,Apple,Ultrabook,12.0,8,512.0,Mac OS X,0.92,1279.0,Flash,2304,1440,IPS Panel,1.2,Intel,Intel
1211,1229,Asus,Notebook,15.6,16,128.0,Windows 10,2.2,1749.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1212,1230,MSI,Gaming,17.3,16,256.0,Windows 10,2.43,1948.99,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1213,1231,Dell,2 in 1 Convertible,15.6,8,256.0,Windows 10,2.191,999.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1214,1232,Asus,Gaming,17.3,16,256.0,Windows 10,2.9,1949.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1215,1233,Acer,Netbook,11.6,2,32.0,Chrome OS,1.3,174.0,SSD,1366,768,Plain,1.5,Intel,Intel
1216,1234,Acer,Notebook,17.3,4,1024.0,Windows 10,3.3,598.0,HDD,1600,900,Plain,2.0,Nvidia,Intel
1217,1235,Lenovo,Notebook,17.3,8,1024.0,No OS,2.8,539.0,HDD,1600,900,Plain,2.5,Intel,Intel
1218,1236,Lenovo,Gaming,15.6,8,128.0,Windows 10,2.6,1272.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1219,1237,Acer,2 in 1 Convertible,14.0,8,256.0,Windows 10,1.2,1149.0,SSD,1920,1080,IPS Panel,1.3,Intel,Intel
1220,1238,Lenovo,Notebook,15.6,8,256.0,Windows 10,2.3,1529.0,SSD,1920,1080,IPS Panel,2.6,Intel,Intel
1221,1239,MSI,Gaming,15.6,8,128.0,Windows 10,2.2,1476.11,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1222,1240,HP,Notebook,15.6,6,1024.0,Windows 10,2.1,529.0,HDD,1920,1080,Full HD,2.7,AMD,AMD
1223,1241,Dell,Ultrabook,12.5,8,256.0,Windows 7,1.26,1713.37,SSD,1920,1080,Full HD,2.4,Intel,Intel
1224,1242,Dell,2 in 1 Convertible,15.0,4,500.0,Windows 10,2.08,509.0,HDD,1920,1080,Full HD,2.4,Intel,Intel
1225,1243,Asus,Notebook,15.6,4,1024.0,Windows 10,2.65,309.0,HDD,1366,768,Plain,1.6,Intel,Intel
1226,1244,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.29,1477.0,SSD,3200,1800,Quad HD+,2.7,Intel,Intel
1227,1245,Dell,Notebook,15.6,4,1024.0,Linux,2.18,521.86,HDD,1366,768,Plain,2.5,Intel,Intel
1228,1246,Lenovo,Gaming,15.6,16,128.0,Windows 10,2.6,1029.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1229,1247,MSI,Gaming,15.6,8,128.0,Windows 10,2.2,1149.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1230,1248,Lenovo,Netbook,12.5,16,512.0,Windows 10,1.3,1650.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1231,1249,Razer,Gaming,14.0,16,1024.0,Windows 10,1.95,3499.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1232,1250,Dell,Notebook,15.6,8,1024.0,Windows 10,2.3,469.01,HDD,1366,768,Touchscreen,2.4,Intel,Intel
1233,1251,MSI,Gaming,17.3,16,256.0,Windows 10,2.7,1598.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1234,1252,Apple,Ultrabook,11.6,4,256.0,Mac OS X,1.08,959.0,Flash,1366,768,Plain,1.6,Intel,Intel
1235,1253,HP,Notebook,15.6,4,1024.0,Windows 10,2.1,478.0,HDD,1920,1080,Full HD,2.0,Intel,Intel
1236,1254,HP,Ultrabook,14.0,8,256.0,Windows 7,1.54,2198.19,SSD,2560,1440,Plain,2.5,Intel,Intel
1237,1255,Dell,Notebook,15.6,4,500.0,Windows 7,2.24,737.0,HDD,1366,768,Plain,2.3,Intel,Intel
1238,1256,MSI,Gaming,15.6,8,128.0,Windows 10,2.3,1169.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1239,1257,Lenovo,Notebook,13.3,16,512.0,Windows 10,1.4,1499.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
1240,1258,Lenovo,Notebook,15.6,6,256.0,Windows 10,2.2,597.57,SSD,1920,1080,Full HD,3.6,AMD,AMD
